Date,Startup_Name,Industry,SubVertical,City,Investors,InvestmentType,Amount_USD,sector,bif_indus
2018-07-06,PolicyBazaar,"Consumer Internet","Online Insurance Selling Platform",Gurugram,"Info Edge (India) Ltd and Temasek","Private Funding",27700000,Finance,"Online Insurance Selling Platform"
2018-07-09,zippserv,"Consumer Internet","Online Platform For Risk Assessment Services For Real Estate Investments",Bangalore,"Info Edge (India) Ltd","Seed Funding",440000,Finance,"Online Platform For Risk Assessment Services For Real Estate Investments"
2018-07-09,Groww,"Consumer Internet","Online Platform That Sells Direct Plans Of Mutual Funds",Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos","Seed Funding",1100000,Technology,"Online Platform That Sells Direct Plans Of Mutual Funds"
2018-07-10,AvenueGrowth,"Consumer Internet","Online Platform That Connects Brands With Freelance Sales Professionals",Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others","Seed Funding",437000,Technology,"Online Platform That Connects Brands With Freelance Sales Professionals"
2018-07-10,KinaraCapital,Finance,"Lending Platform For Micro and Small Enterprises",Bangalore,ResponsAbility,"Private Funding",5000000,Finance,Finance
2018-07-10,Shop101,"Consumer Internet","Mobile Storefront And Commerce Platform For Sellers",Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma","Private Funding",5000000,E-Commerce,"Mobile Storefront And Commerce Platform For Sellers"
2018-07-11,Sambandh,"Consumer Internet","Online Micro Lending Platform",Rourkela,"Base of Pyramid Asia (BOPA) Pte Ltd","Private Funding",2500000,Technology,"Online Micro Lending Platform"
2018-07-12,19thmile,IT,"Artificial intelligence based sales acceleration software platform",Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others","Seed Funding",180000,Technology,IT
2018-07-12,5thVital,Healthcare,"Home diagnostics services provider",Bangalore,"Brand Capital and Others","Seed Funding",500000,Healthcare,Healthcare
2018-07-13,MEngage,Healthcare,"A Doctor Patient Engagement Platform",Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.","Seed Funding",175000,Healthcare,Healthcare
2018-07-17,Ofbusiness,Finance,"Online Lending Platform For SME",Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital","Private Funding",29000000,Finance,Finance
2018-07-17,Cars24,"Consumer Internet","Online Used Car Marketplace",Gurugram,"Kingsway FCI Fund, KCK Global & Others","Private Funding",49700000,Automotive,"Online Used Car Marketplace"
2018-07-18,TheKen,"Consumer Internet","Subscription Only News Website",Bangalore,"Omidyar Network & Others","Seed Funding",1500000,Technology,"Subscription Only News Website"
2018-07-19,BookMyShow,"Consumer Internet","Online Ticketing Platform",Mumbai,"TPG Growth, The Rise Fund & Others","Private Funding",100000000,Technology,"Online Ticketing Platform"
2018-07-20,HousingMan,"Consumer Internet","Property Discovery Platform",Bangalore,N/A,"Seed Funding",1500000,"Real Estate","Property Discovery Platform"
2018-07-21,PaySense,"Consumer Internet","Online Consumer Lending Platform",Mumbai,"PayU & Others","Private Funding",18000000,Technology,"Online Consumer Lending Platform"
2018-07-23,VTION,Technology,"Media Analytics",Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.","Seed Funding",280000,Technology,Technology
2018-07-23,Log9Materials,Technology,"Nanotechnology Company Specializing In Graphene",Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others","Seed Funding",436000,Technology,Technology
2018-07-24,kidovators,"Ed Tech","Skill Learning Platform",Bangalore,"Gray Matters","Seed Funding",180000,Education,"Ed Tech"
2018-07-24,Digit,"Consumer Internet","Online Insurance Startup",Pune,Fairfax,"Private Funding",45000000,Finance,"Online Insurance Startup"
2018-07-25,BlackSoil,Finance,"Non Banking Financial Company",Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency","Private Funding",17000000,Finance,Finance
2018-07-25,Trell,"Consumer Internet","Mobile First Video Blogging App",Bangalore,"BeeNext , WEH Ventures and Sprout Ventures","Seed Funding",1250000,Technology,"Mobile First Video Blogging App"
2018-07-25,iqlect,Technology,"Data Analytics Firm",Bangalore,"Ventureast and Exfinity","Seed Funding",2500000,Technology,Technology
2018-07-26,Entropik,IT,"Software As A Service Platform",Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others","Seed Funding",1100000,Technology,IT
2018-07-26,TheCapitalNet,"Fin Tech","Unified Global Investments Ecosystem",Hyderabad,"Lindwall Family Investments LLC (LFI)","Private Funding",500000,Finance,"Fin Tech"
2018-07-30,Shuttl,"Consumer Internet","Bus Aggregation Platform",Gurugram,"Amazon Alexa Fund & Dentsu Ventures","Private Funding",11000000,"Transportation and Logistics","Bus Aggregation Platform"
2018-07-30,CureFit,"Consumer Internet","Health and fitness Platform",Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others","Private Funding",120000000,Healthcare,"Health and fitness Platform"
2018-07-31,FiveStarGroup,"Fin Tech","Non Bank Lending Platform For SME",Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners","Private Funding",100000000,Finance,"Fin Tech"
2018-07-31,Healthsignz,Healthcare,"Health and Well being Platform",Hyderabad,"Kantilal Patel","Seed Funding",5000000,Healthcare,Healthcare
2018-06-01,CoinTribe,Finance,"Credit Based Lending Marketplace For Small And Medium Enterprises",Gurugram,"Sabre Partners, Puneet Dalmia & Others","Private Funding",10000000,Finance,Finance
2018-06-04,Digiconectt,Technology,"Sales Analytics and Enablement Platform",Bangalore,"Aspire Logistics LLC","Seed Funding",125000,Technology,Technology
2018-06-07,AnnapurnaFinance,Finance,"Non Banking Financial Company",Bhubaneswar,"Oman India Joint Investment Fund (OIJIF)","Private Funding",23000000,Finance,Finance
2018-06-07,Meesho,"Consumer Internet","Online Marketplace For Resellers",Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway","Private Funding",11500000,E-Commerce,"Online Marketplace For Resellers"
2018-06-10,AyeFinance,Finance,"Online Lending Platform",Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures","Private Funding",21500000,Finance,Finance
2018-06-12,AlphaCapital,Finance,"Supplychain Finance",Mumbai,"Alpha Capital","Private Funding",14800000,Finance,Finance
2018-06-12,eshakti,"E Commerce","Fashion e tailer",Chennai,"Paragon Partners","Private Funding",10100000,E-Commerce,"E Commerce"
2018-06-12,DailyNinja,"Consumer Internet","Hyperlocal Delivery Platform",Bangalore,"Saama Capital and Sequoia Capital","Seed Funding",3000000,E-Commerce,"Hyperlocal Delivery Platform"
2018-06-13,NirogStreet,Healthcare,"An Online Platform That Connects Ayurveda Doctors With Patients",Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar","Seed Funding",300000,Healthcare,Healthcare
2018-06-13,Nivesh,Finance,"Mass Market Mutual Fund Investment Platform",Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George","Seed Funding",450000,Finance,Finance
2018-06-14,HomeLane,"Consumer Internet","Online Home Furnishing Solutions",Bangalore,"Brand Capital","Seed Funding",3450000,Technology,"Online Home Furnishing Solutions"
2018-06-14,NetworkIntelligence,Technology,"Cybersecurity Specialist",Mumbai,"Helix Investments","Private Funding",4800000,Technology,Technology
2018-06-18,TynorOthontics,Healthcare,"Prosthetics Manufacturers",Chandigarh,"Lighthouse Funds & Thuasne Participations","Private Funding",21000000,Healthcare,Healthcare
2018-06-18,Elucidata,IT,"Data Analytics (SaaS)","Delhi & Cambridge","Hyperplane Venture Capital and several angel investors","Seed Funding",1700000,Technology,IT
2018-06-19,RentSher,"Consumer Internet","Online Rental Marketplace",Bangalore,"Shorooq Investments, LetsVenture & Others","Seed Funding",1100000,E-Commerce,"Online Rental Marketplace"
2018-06-20,Dripcapital,Finance,"Trade Finance Firm",Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.","Private Funding",15000000,Finance,Finance
2018-06-22,WickedRide,"Consumer Internet","Online Motorbike And Scooter Rental Platforms",Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa","Private Funding",9100000,Automotive,"Online Motorbike And Scooter Rental Platforms"
2018-06-25,PolicyBazaar,"Consumer Internet","Online Insurance Selling Platform",Gurugram,"SoftBank Vision Fund & Info Edge (India) Ltd","Private Funding",200000000,Finance,"Online Insurance Selling Platform"
2018-06-25,HipBar,"Consumer Internet","Digital Payment Platform For Beverage Delivery",Bangalore,"Diageo India","Private Funding",4000000,"Food and Beverages","Digital Payment Platform For Beverage Delivery"
2018-06-25,Sqqrl,Finance,"App based investment platform",Gurugram,"Equanimity Venture Fund","Seed Funding",1000000,Finance,Finance
2018-06-26,Paytm,Technology,"Digital Payment Platform",Noida,"One 97 Communications","Private Funding",8950000,Technology,Technology
2018-06-26,Sigtuple,Healthcare,"Data Driven Intelligence Solutions Platform",Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal","Private Funding",19000000,Healthcare,Healthcare
2018-06-27,WowExpress,Technology,"E commerce Logistics Platform",Mumbai,"Undisclosed Existing Investors As Well As The Tamarind Family Trust","Private Funding",4500000,Technology,Technology
2018-06-28,FrontDeskAI,Technology,"An AI Platform Offering Automated Customer Service Software",Bangalore,"Speciale Invest & Others","Seed Funding",1100000,Technology,Technology
2018-06-28,Edureka,"Ed Tech","Online Education Platform",Bangalore,"Leo Capital","Seed Funding",2000000,Education,"Ed Tech"
2018-05-02,OpenTap,Finance,"Online Lending Platform",Chennai,"Unknown High Net-Worth Individuals","Seed Funding",450000,Finance,Finance
2018-05-02,Bizongo,"Consumer Internet","Aggregator For Packaging Material",Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures","Private Funding",22000000,Other,"Aggregator For Packaging Material"
2018-05-03,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others","Seed Funding",2500000,Technology,IT
2018-05-07,PaisaDukan,"Consumer Internet","P2P Lending Platform",Mumbai,N/A,"Seed Funding",225000,Technology,"P2P Lending Platform"
2018-05-09,i3sysytems,Technology,"AI product company For Health and Life Insurane Companies",Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala","Seed Funding",1000000,Technology,Technology
2018-05-11,EarthFood,"Consumer Internet","Agri tech",Pune,"Rairah Corporation","Seed Funding",949000,Agriculture,"Agri tech"
2018-05-14,Nykaa,"Consumer Internet","Beauty e tailer",Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others","Private Funding",24000000,E-Commerce,"Beauty e tailer"
2018-05-16,mfine,Healthcare,"Doctor Consultation App",Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal","Private Funding",4200000,Healthcare,Healthcare
2018-05-21,Rocketium,Technology,"Online Video Creation Platform",Bangalore,"Blume ventures","Seed Funding",300000,Technology,Technology
2018-05-21,MilkBasket,Technology,"Micro Delivery Grocery Startup",Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures","Private Funding",7000000,Technology,Technology
2018-05-22,Vola,Finance,"Micro Lending Platform",Bangalore,"Credika and unnamed angel investors","Seed Funding",500000,Finance,Finance
2018-05-22,Cashkumar,"Consumer Internet","P2P Lending Platform",Bangalore,LetsVenture,"Seed Funding",735000,Technology,"P2P Lending Platform"
2018-05-23,Edyoo,"E Commerce","Products For Shoolgoing Children",Bangalore,"RS Shanbag","Seed Funding",735000,E-Commerce,"E Commerce"
2018-05-23,Aashiyaan,Finance,"Housing Finance For Low Income Families",Kolkata,"Insistor, Oikocredit","Seed Funding",2000000,Finance,Finance
2018-05-24,Smartivity,"Ed tech","Designer Of Toys and Learning Projects For Kids",Delhi,"Ashish Kacholi, S Chand Group","Seed Funding",2000000,Education,"Ed tech"
2018-05-24,Bonphulapl,"Clean tech","Oxygen Optimiser Manufacturer",Delhi,"Atul Gupta and Saurabh Rastogi","Seed Funding",293000,Technology,"Clean tech"
2018-05-27,Acko,"Consumer Internet","Online Insurance Platform",Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.","Seed Funding",12000000,Finance,"Online Insurance Platform"
2018-05-28,HWell24,Healthcare,"Home Healthcare Aggregator",Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd","Seed Funding",200000,Healthcare,Healthcare
2018-05-29,Toffee,"Consumer Internet","Online Insurance Platform",Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs","Seed Funding",1500000,Finance,"Online Insurance Platform"
2018-05-29,Tonetag,Technology,"Mobile Payments Technology Platform",Bangalore,"Amazon Inc. and Mastercard","Private Funding",8000000,Technology,Technology
2018-05-30,Stellaps,Technology,"Iot Application Platform In Agriculture",Bangalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT","Private Funding",14000000,Technology,Technology
2018-05-31,Credright,"Consumer Internet","Lending Platform For SMEs",Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors","Seed Funding",1300000,Technology,"Lending Platform For SMEs"
2018-04-02,Fitternity,"Consumer Internet","Online Fitness Discovey Platform",Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.","Private Funding",2000000,Healthcare,"Online Fitness Discovey Platform"
2018-04-02,Synctag,Technology,"Social Media Anlaytics Platform",Coimbatore,"Subhkam Ventures and Mohit Khadaria","Seed Funding",307600,Technology,Technology
2018-04-02,Finzy,"Consumer Internet","Online Loan Matchmaking Platform",Bangalore,N/A,"Seed Funding",1300000,Finance,"Online Loan Matchmaking Platform"
2018-04-04,Varthana,Finance,"Loans and Services To Affordable Private Schools in India",Bangalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round","Private Funding",55000000,Finance,Finance
2018-04-05,IndigoLearn,"Ed Tech","Online Education Platform",Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels","Seed Funding",150000,Education,"Ed Tech"
2018-04-05,Vedantu,"Ed Tech","Interactive Online Tutoring Platform",Bangalore,"Accel Partners, Tiger Global And Others","Private Funding",10000000,Education,"Ed Tech"
2018-04-09,Kaleidofin,Fiinance,"Digital Financial Services Platform",Chennai,"Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim","Seed Funding",2800000,Finance,Fiinance
2018-04-09,Pipabella,"Consumer Internet","Fashion Accessories Etailer",Mumbai,"Fireside Ventures","Seed Funding",1000000,E-Commerce,"Fashion Accessories Etailer"
2018-04-09,KrigerCampus,"Ed Tech","Mobile Based Education Network",Delhi,N/A,"Seed Funding",46140,Education,"Ed Tech"
2018-04-10,TravelTriangle,"Consumer Internet","Online Travel Marketplace",Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others","Private Funding",12000000,Hospitality,"Online Travel Marketplace"
2018-04-12,Letsmd,Healthcare,"Platform To Discover Healthcare Financing Options",Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate","Seed Funding",1000000,Healthcare,Healthcare
2018-04-12,AyeFinance,Finance,"Online Lending Platform",Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt,4600000,Finance,Finance
2018-04-13,mintifi,Finance,"Online Lending Platform",Mumbai,"Lok Capital","Seed Funding",2000000,Finance,Finance
2018-04-16,icanstay,"Consumer Internet","Online Platform For Luxury Hotel Stay For Business Travelers",Delhi,"Mr. Manoj Prasad","Seed Funding",500000,Hospitality,"Online Platform For Luxury Hotel Stay For Business Travelers"
2018-04-18,Coverfox,"Consumer Internet","Online Insurance Aggregator",Mumbai,"International Finance Corporation, Transamerica and others.","Private Funding",22000000,Finance,"Online Insurance Aggregator"
2018-04-19,FyleTechnologies,Technology,"AI Based Expense Management Platform",Bangalore,"Pravega Ventures and Beenext","Seed Funding",1100000,Technology,Technology
2018-04-19,TrueBalance,Technology,"Mobile Balance Checking App",Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment","Private Funding",23000000,Technology,Technology
